BatchNumber,MachineNumber,ProductCode,TimeStarted,TimeStopped,NumberProduced,NumberRejected
4233,3,57,2009-07-09 08:21:00,2009-07-09 14:26:00,2087,22
4234,4,44,2009-07-09 08:35:00,2009-07-09 13:30:00,1686,18
4234,5,43,2009-07-09 08:35:00,2009-07-09 13:30:00,1686,18
4235,6,3,2009-07-09 08:49:00,2009-07-09 12:39:00,2465,26
4236,1,3,2009-07-10 09:02:00,2009-07-10 11:42:00,1714,18
4236,2,25,2009-07-10 09:02:00,2009-07-10 11:42:00,2515,26
4236,3,57,2009-07-10 09:16:00,2009-07-10 10:46:00,514,5
4237,4,43,2009-07-10 09:16:00,2009-07-10 10:46:00,514,5
4237,5,47,2009-07-10 08:39:00,2009-07-10 09:04:00,142,1
4238,6,2,2009-07-10 08:04:00,2009-07-10 15:39:00,4877,52
4239,1,2,2009-07-11 08:04:00,2009-07-11 15:39:00,4877,52
4239,2,32,2009-07-11 08:17:00,2009-07-11 14:42:00,6052,64
4239,3,37,2009-07-11 08:17:00,2009-07-11 14:42:00,2202,23
4240,4,55,2009-07-11 08:31:00,2009-07-11 13:51:00,1830,19
4240,5,41,2009-07-11 08:31:00,2009-07-11 10:36:00,714,7
4241,6,14,2009-07-11 08:45:00,2009-07-11 10:50:00,1339,14
4242,1,14,2009-07-14 08:27:00,2009-07-14 14:07:00,3645,39
4242,2,32,2009-07-14 08:27:00,2009-07-14 12:57:00,4244,45
4242,3,36,2009-07-14 08:34:00,2009-07-14 11:59:00,1172,12
4243,4,54,2009-07-14 08:34:00,2009-07-14 11:59:00,1172,12
4243,5,58,2009-07-14 08:54:00,2009-07-14 11:09:00,772,8
4244,6,17,2009-07-14 08:54:00,2009-07-14 11:09:00,1447,15
4245,1,17,2009-07-15 09:08:00,2009-07-15 10:13:00,696,7
4245,2,26,2009-07-15 09:08:00,2009-07-15 14:23:00,4952,53
4245,3,57,2009-07-15 09:21:00,2009-07-15 14:36:00,1802,19
4246,4,44,2009-07-15 09:21:00,2009-07-15 16:31:00,2460,26
4246,5,43,2009-07-15 09:35:00,2009-07-15 15:35:00,2060,22
4247,6,16,2009-07-15 08:09:00,2009-07-15 14:09:00,3860,41
4248,1,16,2009-07-16 08:09:00,2009-07-16 13:04:00,3163,33
4248,2,25,2009-07-16 08:22:00,2009-07-16 12:07:00,3537,37
4248,3,57,2009-07-16 08:22:00,2009-07-16 10:57:00,887,9
4249,4,43,2009-07-16 08:36:00,2009-07-16 11:11:00,887,9
4249,5,47,2009-07-16 08:36:00,2009-07-16 10:06:00,515,5
4250,6,2,2009-07-16 09:25:00,2009-07-16 09:45:00,214,2
4251,1,2,2009-07-17 09:25:00,2009-07-17 09:45:00,214,2
4251,2,32,2009-07-17 09:36:00,2009-07-17 16:11:00,6210,66
4251,3,37,2009-07-17 08:11:00,2009-07-17 14:46:00,2260,24
4252,4,55,2009-07-17 08:11:00,2009-07-17 14:36:00,2203,23
4252,5,41,2009-07-17 08:24:00,2009-07-17 13:39:00,1803,19
4253,6,14,2009-07-17 08:24:00,2009-07-17 13:39:00,3378,36
4254,1,14,2009-07-18 08:37:00,2009-07-18 12:42:00,2627,28
4254,2,32,2009-07-18 08:37:00,2009-07-18 11:37:00,2830,30
4254,3,36,2009-07-18 08:51:00,2009-07-18 11:51:00,1030,11
4255,4,54,2009-07-18 08:51:00,2009-07-18 10:41:00,629,6
4255,5,58,2009-07-18 08:09:00,2009-07-18 09:59:00,629,6
4256,6,17,2009-07-18 08:09:00,2009-07-18 08:49:00,428,4
4257,1,17,2009-07-21 09:31:00,2009-07-21 10:36:00,697,7
4257,2,26,2009-07-21 09:31:00,2009-07-21 17:46:00,7784,83
4257,3,57,2009-07-21 08:04:00,2009-07-21 16:19:00,2834,30
4258,4,44,2009-07-21 08:04:00,2009-07-21 15:09:00,2433,26
4258,5,43,2009-07-21 08:18:00,2009-07-21 14:18:00,2061,22
4259,6,16,2009-07-21 08:18:00,2009-07-21 14:18:00,3861,41
4260,1,16,2009-07-22 08:32:00,2009-07-22 13:22:00,3110,33
4260,2,25,2009-07-22 08:32:00,2009-07-22 12:12:00,3459,37
4260,3,57,2009-07-22 08:45:00,2009-07-22 12:25:00,1259,13
4261,4,43,2009-07-22 08:45:00,2009-07-22 11:20:00,887,9
4261,5,47,2009-07-22 08:59:00,2009-07-22 10:24:00,486,5
4262,6,2,2009-07-22 09:13:00,2009-07-22 10:38:00,911,9
4263,1,2,2009-07-23 09:13:00,2009-07-23 09:28:00,160,1
4263,2,32,2009-07-23 09:26:00,2009-07-23 16:51:00,6998,75
4263,3,37,2009-07-23 09:26:00,2009-07-23 16:51:00,2548,27
4264,4,52,2009-07-23 08:27:00,2009-07-23 14:47:00,2176,23
4264,5,38,2009-07-23 08:27:00,2009-07-23 14:47:00,2176,23
4265,6,11,2009-07-23 08:14:00,2009-07-23 10:39:00,1555,16
4266,1,11,2009-07-24 08:14:00,2009-07-24 09:34:00,858,9
4266,2,29,2009-07-24 08:27:00,2009-07-24 09:47:00,1258,13
4266,3,46,2009-07-24 08:27:00,2009-07-24 08:37:00,57,0
4267,4,33,2009-07-24 08:41:00,2009-07-24 16:01:00,2520,26
4267,5,51,2009-07-24 08:41:00,2009-07-24 16:01:00,2520,26
4268,6,23,2009-07-24 08:55:00,2009-07-24 15:10:00,4023,43
4269,1,23,2009-07-25 08:55:00,2009-07-25 15:10:00,4023,43
4269,2,28,2009-07-25 09:08:00,2009-07-25 14:13:00,4797,51
4269,3,59,2009-07-25 09:08:00,2009-07-25 13:03:00,1346,14
4270,4,46,2009-07-25 09:22:00,2009-07-25 13:17:00,1346,14
4270,5,36,2009-07-25 09:22:00,2009-07-25 12:12:00,974,10
4271,6,9,2009-07-25 09:36:00,2009-07-25 10:36:00,643,6
4272,1,9,2009-07-28 09:04:00,2009-07-28 12:14:00,2038,21
4272,2,27,2009-07-28 09:18:00,2009-07-28 16:13:00,6528,69
4272,3,59,2009-07-28 09:18:00,2009-07-28 10:43:00,487,5
4273,4,45,2009-07-28 09:31:00,2009-07-28 14:11:00,1604,17
4273,5,49,2009-07-28 09:31:00,2009-07-28 14:11:00,1604,17
4274,6,22,2009-07-29 08:05:00,2009-07-29 11:35:00,2253,24
4275,1,12,2009-07-30 08:16:00,2009-07-30 14:26:00,3965,42
4275,2,24,2009-07-30 08:16:00,2009-07-30 14:26:00,5815,62
4275,3,42,2009-07-30 09:13:00,2009-07-30 14:43:00,1886,20
4276,5,33,2009-07-30 09:27:00,2009-07-30 12:12:00,943,10
4276,4,36,2009-07-30 09:13:00,2009-07-30 13:03:00,1315,14
4281,6,18,2009-07-31 09:27:00,2009-07-31 15:57:00,4180,44
4282,1,4,2009-08-01 08:28:00,2009-08-01 14:23:00,3805,40
4282,2,26,2009-08-01 08:42:00,2009-08-01 14:27:00,5423,58
4282,3,58,2009-08-01 08:42:00,2009-08-01 13:17:00,1572,16
4283,4,44,2009-08-01 08:55:00,2009-08-01 14:55:00,2058,22
4283,5,47,2009-08-01 08:55:00,2009-08-01 13:50:00,1687,18
4284,6,12,2009-08-01 09:09:00,2009-08-01 15:44:00,4234,45
4285,1,12,2009-08-04 08:37:00,2009-08-04 15:22:00,4341,46
4285,2,26,2009-08-04 08:51:00,2009-08-04 16:16:00,6995,74
4285,3,58,2009-08-04 08:51:00,2009-08-04 11:16:00,829,8
4286,4,44,2009-08-04 09:05:00,2009-08-04 13:00:00,1344,14
4286,5,43,2009-08-04 09:05:00,2009-08-04 11:55:00,972,10
4287,6,17,2009-08-04 09:19:00,2009-08-04 15:54:00,4234,45
4288,1,17,2009-08-05 09:19:00,2009-08-05 13:39:00,2787,29
4288,2,25,2009-08-05 09:32:00,2009-08-05 16:27:00,6524,69
4288,3,57,2009-08-05 09:32:00,2009-08-05 14:12:00,1602,17
4289,4,43,2009-08-05 08:06:00,2009-08-05 08:11:00,28,0
4289,5,53,2009-08-05 08:06:00,2009-08-05 14:16:00,2117,22
4290,6,16,2009-08-05 09:02:00,2009-08-05 12:52:00,2466,26
4291,1,16,2009-08-06 08:33:00,2009-08-06 10:08:00,1018,10
4291,2,25,2009-08-06 08:33:00,2009-08-06 12:48:00,4009,42
4291,3,43,2009-08-06 08:47:00,2009-08-06 10:42:00,658,7
4292,4,47,2009-08-06 08:47:00,2009-08-06 16:12:00,2546,27
4292,5,33,2009-08-06 09:01:00,2009-08-06 14:06:00,1745,18
4293,6,12,2009-08-06 09:01:00,2009-08-06 16:46:00,4986,53
4294,1,12,2009-08-07 09:14:00,2009-08-07 14:44:00,3538,37
4294,2,24,2009-08-07 09:14:00,2009-08-07 13:34:00,4088,43
4294,3,55,2009-08-07 09:28:00,2009-08-07 12:38:00,1087,11
4295,4,42,2009-08-07 09:28:00,2009-08-07 12:38:00,1087,11
4295,5,46,2009-08-07 08:02:00,2009-08-07 10:07:00,715,7
4296,6,19,2009-08-07 08:02:00,2009-08-07 10:07:00,1340,14
4297,1,19,2009-08-08 08:15:00,2009-08-08 09:10:00,589,6
4297,2,26,2009-08-08 08:15:00,2009-08-08 16:20:00,7626,81
4297,3,58,2009-08-08 08:29:00,2009-08-08 16:34:00,2776,29
4298,4,44,2009-08-08 08:29:00,2009-08-08 15:29:00,2404,25
4298,5,43,2009-08-08 08:43:00,2009-08-08 09:18:00,200,2
4299,6,17,2009-08-08 08:43:00,2009-08-08 09:18:00,375,4
4300,1,17,2009-08-11 08:25:00,2009-08-11 14:35:00,3968,42
4300,2,25,2009-08-11 08:38:00,2009-08-11 13:43:00,4796,51
4300,3,57,2009-08-11 08:38:00,2009-08-11 13:43:00,1746,18
4301,4,43,2009-08-11 08:52:00,2009-08-11 12:47:00,1345,14
4301,5,53,2009-08-11 08:52:00,2009-08-11 12:47:00,1345,14
4302,6,16,2009-08-11 09:06:00,2009-08-11 11:51:00,1769,18
4303,1,16,2009-08-12 09:06:00,2009-08-12 10:06:00,643,6
4303,2,25,2009-08-12 09:19:00,2009-08-12 10:19:00,943,10
4303,3,43,2009-08-12 09:19:00,2009-08-12 09:49:00,171,1
4304,4,47,2009-08-12 09:33:00,2009-08-12 17:13:00,2634,28
4304,5,33,2009-08-12 09:33:00,2009-08-12 17:13:00,2634,28
4305,6,12,2009-08-12 08:07:00,2009-08-12 14:42:00,4237,45
4306,1,12,2009-08-13 08:07:00,2009-08-13 13:32:00,3486,37
4306,2,24,2009-08-13 08:52:00,2009-08-13 14:17:00,5111,54
4306,3,55,2009-08-13 08:52:00,2009-08-13 13:07:00,1460,15
4307,4,42,2009-08-13 08:34:00,2009-08-13 11:44:00,1088,11
4307,5,46,2009-08-13 08:34:00,2009-08-13 11:44:00,1088,11
4308,6,19,2009-08-13 08:48:00,2009-08-13 10:48:00,1287,13
4309,1,19,2009-08-14 08:48:00,2009-08-14 13:53:00,3271,35
4309,2,27,2009-08-14 09:01:00,2009-08-14 14:06:00,4796,51
4309,3,59,2009-08-14 09:01:00,2009-08-14 17:01:00,2749,29
4310,4,45,2009-08-14 09:15:00,2009-08-14 16:10:00,2377,25
4310,5,36,2009-08-14 09:15:00,2009-08-14 16:10:00,2377,25
4311,6,22,2009-08-14 09:29:00,2009-08-14 15:14:00,3701,39
4312,1,22,2009-08-15 09:29:00,2009-08-15 14:04:00,2950,31
4312,2,27,2009-08-15 08:02:00,2009-08-15 12:37:00,4325,46
4312,3,58,2009-08-15 08:02:00,2009-08-15 11:32:00,1203,12
4313,4,45,2009-08-15 08:16:00,2009-08-15 11:46:00,1203,12
4313,5,49,2009-08-15 08:16:00,2009-08-15 10:36:00,802,8
4314,6,21,2009-08-15 08:03:00,2009-08-15 09:13:00,751,8
4315,1,21,2009-08-18 08:12:00,2009-08-18 09:47:00,1019,10
4315,2,26,2009-08-18 08:25:00,2009-08-18 10:00:00,1494,16
4315,3,57,2009-08-18 08:25:00,2009-08-18 08:50:00,143,1
4316,4,44,2009-08-18 08:39:00,2009-08-18 09:04:00,143,1
4316,5,43,2009-08-18 08:39:00,2009-08-18 16:14:00,2607,27
4317,6,16,2009-08-18 08:53:00,2009-08-18 15:23:00,4185,44
4318,1,16,2009-08-19 08:53:00,2009-08-19 15:23:00,4185,44
4318,2,25,2009-08-19 09:06:00,2009-08-19 14:26:00,5034,54
4318,3,57,2009-08-19 09:06:00,2009-08-19 10:21:00,429,4
4319,4,43,2009-08-19 09:38:00,2009-08-19 10:53:00,429,4
4319,5,47,2009-08-19 09:38:00,2009-08-19 09:58:00,114,1
4320,6,2,2009-08-19 08:03:00,2009-08-19 15:28:00,4775,51
4321,1,2,2009-08-20 08:03:00,2009-08-20 14:23:00,4078,43
4321,2,32,2009-08-20 08:24:00,2009-08-20 14:44:00,5978,64
4321,3,37,2009-08-20 08:24:00,2009-08-20 13:39:00,1805,19
4322,4,55,2009-08-20 08:54:00,2009-08-20 14:09:00,1805,19
4322,5,41,2009-08-20 08:54:00,2009-08-20 12:59:00,1399,14
4323,6,14,2009-08-20 09:08:00,2009-08-20 12:03:00,1874,20
4324,1,14,2009-08-21 09:08:00,2009-08-21 12:03:00,1874,20
4324,2,32,2009-08-21 09:21:00,2009-08-21 11:11:00,1728,18
4324,3,36,2009-08-21 09:21:00,2009-08-21 11:11:00,628,6
4325,4,54,2009-08-21 09:35:00,2009-08-21 10:15:00,228,2
4325,5,58,2009-08-21 09:35:00,2009-08-21 17:25:00,2685,28
4326,6,17,2009-08-21 08:09:00,2009-08-21 14:54:00,4339,46
4327,1,17,2009-08-22 08:09:00,2009-08-22 14:54:00,4339,46
4327,2,26,2009-08-22 08:22:00,2009-08-22 13:57:00,5264,56
4327,3,57,2009-08-22 08:22:00,2009-08-22 13:57:00,1914,20
4328,4,44,2009-08-22 08:36:00,2009-08-22 13:01:00,1514,16
4328,5,43,2009-08-22 08:36:00,2009-08-22 16:26:00,2686,28
4329,6,16,2009-08-22 09:15:00,2009-08-22 17:05:00,5036,53
4330,1,16,2009-08-25 08:18:00,2009-08-25 11:58:00,2357,25
4330,2,25,2009-08-25 08:32:00,2009-08-25 12:07:00,3379,36
4330,3,57,2009-08-25 08:32:00,2009-08-25 09:57:00,485,5
4331,4,43,2009-08-25 08:45:00,2009-08-25 10:10:00,485,5
4331,5,47,2009-08-25 08:45:00,2009-08-25 09:00:00,85,0
4332,6,2,2009-08-25 08:59:00,2009-08-25 16:24:00,4769,51
4333,1,2,2009-08-26 09:13:00,2009-08-26 16:38:00,4769,51
4333,2,32,2009-08-26 09:13:00,2009-08-26 15:33:00,5972,64
4333,3,37,2009-08-26 09:26:00,2009-08-26 14:36:00,1772,18
4334,4,55,2009-08-26 09:26:00,2009-08-26 14:36:00,1772,18
4334,5,41,2009-08-26 08:27:00,2009-08-26 12:27:00,1372,14
4335,6,14,2009-08-26 08:27:00,2009-08-26 11:22:00,1875,20
4336,1,14,2009-08-27 08:14:00,2009-08-27 11:09:00,1875,20
4336,2,32,2009-08-27 08:14:00,2009-08-27 09:59:00,1650,17
4336,3,36,2009-08-27 08:27:00,2009-08-27 09:02:00,200,2
4337,4,54,2009-08-27 08:27:00,2009-08-27 09:02:00,200,2
4337,5,58,2009-08-27 08:41:00,2009-08-27 16:31:00,2687,28
4338,6,17,2009-08-27 08:41:00,2009-08-27 12:41:00,2572,27
4339,1,17,2009-08-28 08:55:00,2009-08-28 12:55:00,2572,27
4339,2,26,2009-08-28 08:55:00,2009-08-28 14:25:00,5187,55
4339,3,57,2009-08-28 09:08:00,2009-08-28 14:38:00,1887,20
4340,4,44,2009-08-28 09:08:00,2009-08-28 13:33:00,1515,16
4340,5,43,2009-08-28 09:22:00,2009-08-28 12:37:00,1115,11
4341,6,16,2009-08-28 09:22:00,2009-08-28 12:37:00,2090,22
4342,1,16,2009-08-29 09:36:00,2009-08-29 11:41:00,1339,14
4342,2,25,2009-08-29 09:36:00,2009-08-29 10:36:00,943,10
4342,3,57,2009-08-29 08:09:00,2009-08-29 09:09:00,343,3
4343,4,43,2009-08-29 08:09:00,2009-08-29 16:19:00,2802,30
4343,5,47,2009-08-29 08:23:00,2009-08-29 16:33:00,2802,30
4344,6,2,2009-08-29 08:23:00,2009-08-29 15:23:00,4502,48
4345,1,2,2009-09-01 08:05:00,2009-09-01 15:30:00,4770,51
4345,2,32,2009-09-01 08:05:00,2009-09-01 14:20:00,5895,63
4345,3,37,2009-09-01 08:19:00,2009-09-01 13:24:00,1745,18
4346,4,38,2009-09-01 08:19:00,2009-09-01 13:24:00,1745,18
4346,5,42,2009-09-01 08:32:00,2009-09-01 12:32:00,1373,14
4347,6,19,2009-09-01 08:32:00,2009-09-01 12:32:00,2573,27
4348,1,19,2009-09-02 08:46:00,2009-09-02 11:36:00,1822,19
4348,2,28,2009-09-02 08:16:00,2009-09-02 08:26:00,157,1
4348,3,59,2009-09-02 08:16:00,2009-09-02 08:26:00,57,0
4349,4,46,2009-09-02 09:13:00,2009-09-02 09:48:00,200,2
4349,5,36,2009-09-02 09:13:00,2009-09-02 16:58:00,2660,28
4350,6,23,2009-09-02 09:27:00,2009-09-02 17:12:00,4985,53
4351,1,23,2009-09-03 09:27:00,2009-09-03 16:02:00,4235,45
4351,2,27,2009-09-03 08:01:00,2009-09-03 13:31:00,5188,55
4351,3,59,2009-09-03 08:01:00,2009-09-03 13:31:00,1888,20
4352,4,45,2009-09-03 08:14:00,2009-09-03 12:34:00,1487,15
4352,5,49,2009-09-03 08:14:00,2009-09-03 11:24:00,1087,11
4353,6,22,2009-09-03 08:28:00,2009-09-03 11:38:00,2037,21
4354,1,22,2009-09-04 08:28:00,2009-09-04 10:33:00,1340,14
4354,2,26,2009-09-04 08:42:00,2009-09-04 09:37:00,864,9
4354,3,58,2009-09-04 08:42:00,2009-09-04 09:37:00,314,3
4355,4,44,2009-09-04 08:55:00,2009-09-04 17:00:00,2775,29
4355,5,47,2009-09-04 08:55:00,2009-09-04 17:00:00,2775,29
4356,6,12,2009-09-04 09:09:00,2009-09-04 16:09:00,4504,48
4357,1,12,2009-09-05 09:09:00,2009-09-05 09:44:00,375,4
4357,2,24,2009-09-05 09:23:00,2009-09-05 09:58:00,550,5
4357,3,42,2009-09-05 09:23:00,2009-09-05 14:03:00,1602,17
4358,4,46,2009-09-05 09:36:00,2009-09-05 13:11:00,1230,13
4358,5,33,2009-09-05 09:36:00,2009-09-05 13:11:00,1230,13
4359,6,19,2009-09-05 08:11:00,2009-09-05 10:36:00,1555,16
4360,1,19,2009-09-08 09:19:00,2009-09-08 12:04:00,1769,18
4360,2,28,2009-09-08 09:32:00,2009-09-08 12:17:00,2594,27
4360,3,59,2009-09-08 09:32:00,2009-09-08 10:32:00,343,3
4361,4,46,2009-09-08 08:06:00,2009-09-08 08:36:00,171,1
4361,5,36,2009-09-08 08:06:00,2009-09-08 08:36:00,171,1
4362,6,23,2009-09-08 09:02:00,2009-09-08 16:42:00,4934,52
4363,1,23,2009-09-09 09:02:00,2009-09-09 15:37:00,4236,45
4363,2,27,2009-09-09 08:33:00,2009-09-09 15:08:00,6212,66
4363,3,59,2009-09-09 08:33:00,2009-09-09 13:58:00,1861,19
4364,4,45,2009-09-09 08:47:00,2009-09-09 13:02:00,1460,15
4364,5,49,2009-09-09 08:47:00,2009-09-09 13:02:00,1460,15
4365,6,22,2009-09-09 09:01:00,2009-09-09 12:11:00,2038,21
4366,1,22,2009-09-10 09:01:00,2009-09-10 12:11:00,2038,21
4366,2,26,2009-09-10 09:14:00,2009-09-10 11:14:00,1887,20
4366,3,58,2009-09-10 09:28:00,2009-09-10 14:33:00,1746,18
4367,4,44,2009-09-10 09:28:00,2009-09-10 14:33:00,1746,18
4367,5,47,2009-09-10 08:02:00,2009-09-10 16:02:00,2749,29
4368,6,12,2009-09-10 08:02:00,2009-09-10 11:17:00,2091,22
4369,1,12,2009-09-11 08:15:00,2009-09-11 11:30:00,2091,22
4369,2,25,2009-09-11 08:15:00,2009-09-11 10:20:00,1966,21
4369,3,57,2009-09-11 08:29:00,2009-09-11 10:34:00,716,7
4370,4,43,2009-09-11 08:29:00,2009-09-11 09:24:00,315,3
4370,5,53,2009-09-11 08:43:00,2009-09-11 16:53:00,2806,30
4371,6,16,2009-09-11 08:43:00,2009-09-11 16:53:00,5257,56
4372,1,16,2009-09-12 08:56:00,2009-09-12 15:56:00,4506,48
4372,2,25,2009-09-12 08:56:00,2009-09-12 17:01:00,7629,81
4372,3,43,2009-09-12 08:57:00,2009-09-12 17:02:00,2779,29
4373,4,47,2009-09-12 08:57:00,2009-09-12 13:42:00,1633,17
4373,5,33,2009-09-12 09:24:00,2009-09-12 14:09:00,1633,17
4374,6,12,2009-09-12 09:24:00,2009-09-12 12:59:00,2307,24
4375,1,12,2009-09-15 09:06:00,2009-09-15 13:01:00,2517,27
4375,2,24,2009-09-15 09:06:00,2009-09-15 13:01:00,3692,39
4375,3,55,2009-09-15 09:19:00,2009-09-15 12:09:00,971,10
4376,4,42,2009-09-15 09:19:00,2009-09-15 09:29:00,57,0
4376,5,46,2009-09-15 09:33:00,2009-09-15 09:43:00,57,0
4377,6,19,2009-09-15 08:07:00,2009-09-15 16:12:00,5196,55
4378,1,19,2009-09-16 08:07:00,2009-09-16 14:27:00,4071,43
4378,2,26,2009-09-16 08:52:00,2009-09-16 15:12:00,5971,64
4378,3,58,2009-09-16 08:52:00,2009-09-16 12:42:00,1314,14
4379,4,44,2009-09-16 08:34:00,2009-09-16 11:14:00,914,9
4379,5,43,2009-09-16 08:34:00,2009-09-16 11:14:00,914,9
4380,6,17,2009-09-16 08:48:00,2009-09-16 10:23:00,1017,10
4381,1,17,2009-09-17 08:48:00,2009-09-17 10:23:00,1017,10
4381,2,25,2009-09-17 09:01:00,2009-09-17 09:26:00,392,4
4381,3,57,2009-09-17 09:01:00,2009-09-17 16:36:00,2600,27
4382,4,43,2009-09-17 09:15:00,2009-09-17 15:45:00,2229,23
4382,5,53,2009-09-17 09:15:00,2009-09-17 15:45:00,2229,23
4383,6,16,2009-09-17 09:29:00,2009-09-17 14:49:00,3429,36
4384,1,16,2009-09-18 09:29:00,2009-09-18 11:34:00,1339,14
4384,2,25,2009-09-18 08:02:00,2009-09-18 10:07:00,1964,21
4384,3,43,2009-09-18 08:02:00,2009-09-18 11:07:00,1057,11
4385,4,47,2009-09-18 08:16:00,2009-09-18 10:11:00,657,7
4385,5,33,2009-09-18 08:16:00,2009-09-18 10:11:00,657,7
4386,6,12,2009-09-18 08:03:00,2009-09-18 08:48:00,482,5
4387,1,12,2009-09-19 08:03:00,2009-09-19 08:48:00,482,5
4387,2,24,2009-09-19 08:43:00,2009-09-19 16:43:00,7544,80
4387,3,55,2009-09-19 08:57:00,2009-09-19 15:47:00,2344,25
4388,4,42,2009-09-19 08:57:00,2009-09-19 15:47:00,2344,25
4388,5,46,2009-09-19 09:11:00,2009-09-19 14:51:00,1944,20
4389,6,19,2009-09-19 09:11:00,2009-09-19 13:46:00,2947,31
4390,1,19,2009-09-22 08:53:00,2009-09-22 13:48:00,3162,33
4390,2,26,2009-09-22 08:53:00,2009-09-22 13:48:00,4637,49
4390,3,55,2009-09-22 09:06:00,2009-09-22 12:51:00,1286,13
4391,4,41,2009-09-22 09:06:00,2009-09-22 11:46:00,915,9
4391,5,59,2009-09-22 09:38:00,2009-09-22 12:18:00,915,9
4392,6,18,2009-09-22 09:38:00,2009-09-22 11:08:00,964,10
4393,1,18,2009-09-23 08:03:00,2009-09-23 08:23:00,214,2
4393,2,27,2009-09-23 08:03:00,2009-09-23 08:23:00,314,3
4393,3,58,2009-09-23 08:24:00,2009-09-23 15:59:00,2602,27
4394,4,45,2009-09-23 08:24:00,2009-09-23 15:59:00,2602,27
4394,5,49,2009-09-23 08:54:00,2009-09-23 15:19:00,2202,23
4395,6,21,2009-09-23 08:54:00,2009-09-23 14:09:00,3376,36
4396,1,21,2009-09-24 09:08:00,2009-09-24 14:23:00,3376,36
4396,2,26,2009-09-24 09:21:00,2009-09-24 12:16:00,2751,29
4396,3,57,2009-09-24 09:21:00,2009-09-24 12:16:00,1001,10
4397,4,44,2009-09-24 09:35:00,2009-09-24 12:35:00,1029,11
4397,5,43,2009-09-24 09:35:00,2009-09-24 11:25:00,629,6
4398,6,16,2009-09-24 08:09:00,2009-09-24 09:59:00,1179,12
4399,1,16,2009-09-25 08:09:00,2009-09-25 08:54:00,482,5
4399,2,25,2009-09-25 08:22:00,2009-09-25 09:07:00,707,7
4399,3,57,2009-09-25 08:22:00,2009-09-25 16:17:00,2718,29
4400,4,43,2009-09-25 08:36:00,2009-09-25 15:21:00,2317,24
4400,5,47,2009-09-25 08:36:00,2009-09-25 15:21:00,2317,24
4401,6,2,2009-09-25 09:15:00,2009-09-25 14:55:00,3645,39
4402,1,2,2009-09-26 09:15:00,2009-09-26 14:55:00,3645,39
4402,2,32,2009-09-26 09:03:00,2009-09-26 13:33:00,4245,45
4402,3,37,2009-09-26 09:03:00,2009-09-26 16:03:00,2403,25
4403,4,55,2009-09-26 09:17:00,2009-09-26 16:17:00,2403,25
4403,5,41,2009-09-26 09:17:00,2009-09-26 11:32:00,772,8
4404,6,14,2009-09-26 09:31:00,2009-09-26 10:36:00,697,7
4405,1,14,2009-09-29 08:59:00,2009-09-29 11:34:00,1662,17
4405,2,32,2009-09-29 09:13:00,2009-09-29 10:38:00,1336,14
4405,3,36,2009-09-29 09:13:00,2009-09-29 09:33:00,114,1
4406,4,54,2009-09-29 09:26:00,2009-09-29 09:46:00,114,1
4406,5,58,2009-09-29 09:26:00,2009-09-29 16:51:00,2547,27
4407,6,17,2009-09-29 08:27:00,2009-09-29 14:47:00,4075,43
4408,1,17,2009-09-30 08:27:00,2009-09-30 14:47:00,4075,43
4408,2,26,2009-09-30 08:14:00,2009-09-30 13:29:00,4953,53
4408,3,57,2009-09-30 08:14:00,2009-09-30 13:29:00,1803,19
4409,4,44,2009-09-30 08:27:00,2009-09-30 12:32:00,1402,15
4409,5,43,2009-09-30 08:41:00,2009-09-30 11:36:00,1002,10
4410,6,16,2009-09-30 08:41:00,2009-09-30 11:36:00,1877,20
4411,1,16,2009-10-01 08:55:00,2009-10-01 10:40:00,1126,12
4411,2,25,2009-10-01 08:55:00,2009-10-01 10:40:00,1651,17
4411,3,57,2009-10-01 09:08:00,2009-10-01 09:48:00,229,2
4412,4,43,2009-10-01 09:08:00,2009-10-01 16:58:00,2691,28
4412,5,47,2009-10-01 09:22:00,2009-10-01 17:12:00,2691,28
4413,6,2,2009-10-01 09:22:00,2009-10-01 12:32:00,2038,21
4414,1,2,2009-10-02 09:36:00,2009-10-02 12:46:00,2038,21
4414,2,32,2009-10-02 09:36:00,2009-10-02 15:11:00,5268,56
4414,3,37,2009-10-02 08:09:00,2009-10-02 12:34:00,1517,16
4415,4,55,2009-10-02 08:09:00,2009-10-02 12:34:00,1517,16
4415,5,41,2009-10-02 08:23:00,2009-10-02 11:38:00,1116,11
4416,6,14,2009-10-02 08:23:00,2009-10-02 10:33:00,1394,14
4417,1,14,2009-10-03 08:37:00,2009-10-03 10:47:00,1394,14
4417,2,32,2009-10-03 08:37:00,2009-10-03 09:37:00,943,10
4417,3,36,2009-10-03 09:05:00,2009-10-03 10:05:00,343,3
4418,4,54,2009-10-03 09:05:00,2009-10-03 17:15:00,2806,30
4418,5,58,2009-10-03 09:04:00,2009-10-03 16:09:00,2434,26
4419,6,17,2009-10-03 09:04:00,2009-10-03 16:09:00,4559,48
4420,1,17,2009-10-06 08:46:00,2009-10-06 16:11:00,4774,51
4420,2,26,2009-10-06 08:46:00,2009-10-06 16:11:00,6999,75
4420,3,57,2009-10-06 08:16:00,2009-10-06 14:31:00,2148,23
4421,4,44,2009-10-06 08:16:00,2009-10-06 13:26:00,1776,19
4421,5,43,2009-10-06 09:13:00,2009-10-06 14:23:00,1776,19
